num_points,volume,eig1,eig2,eig3,label
7531,20.84459610795754,2.168144815357216,1.177577276569952,3.517035292128249e-05,wall
7538,20.57857109152912,2.12684975843962,0.98359404238501,3.1827482045612274e-05,wall
7356,19.636026216754043,2.2456571604323727,1.2812930804651919,3.900005682361354e-05,wall
7564,20.311478167624944,2.2994747549945416,1.2785213540916547,3.740405466332851e-05,wall
7581,20.641009927208533,2.236970819903134,1.2546506969697495,3.621092037926127e-05,wall
7558,20.892511252611442,2.3434890253117455,1.262569141925124,3.6613853174654565e-05,wall
7346,10.743859227994436,1.9936693880168994,0.8796906210058201,3.5390558383096324e-05,wall
7612,20.84583989162701,2.300810422306845,1.3080298695308805,3.8149490737880606e-05,wall
7583,20.549263522214623,2.3468941664184575,1.2158088334191,3.722034526358405e-05,wall
7573,20.527530869071555,2.225028907645804,1.2107216504586387,3.791355200531327e-05,wall
7597,20.721207485153343,2.347526652972639,1.2744294464951644,3.649775794870955e-05,wall
7639,20.573733548242714,2.359130606717473,1.3299245525825256,3.770701421929159e-05,wall
7533,21.00104919324783,2.1046500966281316,1.251475257877482,3.774878031651518e-05,wall
7634,20.97123199970782,2.272628155348081,1.3094498907202894,3.736440079803896e-05,wall
7627,14.307184366599165,2.064896475267646,0.9307849020343186,3.4097607244488e-05,wall
7399,20.71389940798495,2.357043420262489,1.274726753880908,3.794455462200622e-05,wall
7569,20.61472734827622,2.3097915580452035,1.3237848105479446,3.802696133844635e-05,wall
7544,20.99590125066713,2.297936055635647,1.279601902676045,3.859502802713825e-05,wall
7432,19.599947645787164,2.144353722312602,1.1991872886129418,3.904964514065522e-05,wall
7641,21.34196291121618,2.3029654864373046,1.3436854758856496,4.234758971302573e-05,wall
7570,20.882639956377925,2.3314448443952616,1.2566813127884213,3.5889312507836504e-05,wall
7375,17.199572821975877,2.1246337564111486,0.8705830839724649,3.233479443462008e-05,wall
7631,20.17272222055168,2.1834763581998926,1.079424349293255,3.473070344632796e-05,wall
7583,20.78985641142899,2.2592934443177395,1.2483567688251587,3.953392071975049e-05,wall
